Date,Hour,DryBulb,DewPnt,WetBulb,Humidity,ElecPrice,SYSLoad
7/3/07,10.5,22.45,15,18.05,63,38.39,10014.21
7/3/07,11,22.5,13.7,17.4,58,44.64,10028.42
7/3/07,11.5,22.9,12.4,16.95,51.99999998,46.81,10014.4
7/3/07,12,23.3,11.1,16.5,46,43.61,10025.64
7/3/07,12.5,23.45,11.75,16.85,47.5,37.67,10037.33
7/3/07,13,23.6,12.4,17.2,49,43.39,10041.64
7/3/07,13.5,23.4,12.25,17.05,49.5,46.31,10038.17
7/3/07,14,23.2,12.1,16.9,50,44.6,9999.8
7/3/07,14.5,23.25,12.6,17.15,51.5,43.05,10053.92
7/3/07,15,23.3,13.1,17.4,53,46.48,10081.86
7/3/07,15.5,23.2,13.6,17.6,55.00000001,48.01,10121.84
7/3/07,16,23.1,14.1,17.8,57.00000001,47.98,10067.71
7/3/07,16.5,23.1,14.35,17.95,58,47.97,9949.13
7/3/07,17,23.1,14.6,18.1,59,42.19,9841.52
7/3/07,17.5,22.75,14.9,18.1,61.50000001,34.79,9562.61
7/3/07,18,22.4,15.2,18.1,64,32.78,9429.1
7/3/07,18.5,22.2,15.05,17.95,64,28.74,9290.38
7/3/07,19,22,14.9,17.8,64.00000002,29.83,9380.8
7/3/07,19.5,21.85,15.4,18,67,29.67,9404.93
7/3/07,20,21.7,15.9,18.2,70,25.81,9206.27
7/3/07,20.5,21.6,16,18.2,70.5,23.32,8947.74
7/3/07,21,21.5,16.1,18.2,71,22.44,8666.35
7/3/07,21.5,21.5,16.15,18.25,71.5,21.65,8669.66
7/3/07,22,21.5,16.2,18.3,72,19.99,8444.25
7/3/07,22.5,21.45,16.25,18.3,72.5,28.58,8508.34
7/3/07,23,21.4,16.3,18.3,73,29.83,8305.83
7/3/07,23.5,21.35,16.15,18.2,72.5,35.64,8200.5
8/3/07,0,21.3,16,18.1,72,33.45,8045
8/3/07,0.5,21.1,15.95,18,72.5,32.26,7840.16
8/3/07,1,20.9,15.9,17.9,73,26.77,7587.6
8/3/07,1.5,20.8,15.9,17.85,73.5,27.59,7282.95
8/3/07,2,20.7,15.9,17.8,74,21.32,6915.44
8/3/07,2.5,20.7,15.9,17.8,74,17.08,6735.17
8/3/07,3,20.7,15.9,17.8,74,17.07,6648.41
8/3/07,3.5,20.55,16,17.8,75,17.02,6632.86
8/3/07,4,20.4,16.1,17.8,76.00000001,17.1,6738
8/3/07,4.5,20.25,16.3,17.85,78,17.68,6976.24
8/3/07,5,20.1,16.5,17.9,80,20.17,7290.87
8/3/07,5.5,20.3,16.45,17.95,78.5,32.69,7913.14
8/3/07,6,20.5,16.4,18,77,40.72,8547.42
8/3/07,6.5,20.55,16.7,18.2,78.5,38.8,8957.08
8/3/07,7,20.60000001,17,18.4,79.99999997,35.71,9366.95
8/3/07,7.5,21.6,17,18.8,75.5,35.01,9497.29
8/3/07,8,22.6,17,19.2,71,36.4,9711.5
8/3/07,8.5,23.4,17.15,19.55,67.99999999,39.24,9977.44
8/3/07,9,24.2,17.3,19.9,65,39.87,10133.46
8/3/07,9.5,25,17.15,20.1,61.49999999,47.24,10195.49
8/3/07,10,25.8,17,20.3,58.00000001,48.26,10401.28
8/3/07,10.5,26.1,17.6,20.75,59.5,48.52,10458.83
8/3/07,11,26.4,18.2,21.2,61,49.98,10518.87
8/3/07,11.5,27,18.2,21.4,58.99999999,50.83,10595.04
8/3/07,12,27.6,18.2,21.6,57,50.82,10613.48
8/3/07,12.5,27.95,18.25,21.75,56,51.33,10708.82
8/3/07,13,28.3,18.3,21.9,55,53.96,10814.71
8/3/07,13.5,28.25,18.35,21.9,55,55.65,10868.95
8/3/07,14,28.2,18.4,21.9,55,53.42,10833.36
8/3/07,14.5,27.55,19.15,22.1,60.50000002,52.42,10792.85
8/3/07,15,26.9,19.9,22.3,66,51.92,10793.62
8/3/07,15.5,26.65,20,22.3,67,51.58,10820.91
8/3/07,16,26.4,20.09999999,22.3,67.99999999,51.56,10704.26
8/3/07,16.5,25.9,19.15,21.55,66,50.1,10628.55
8/3/07,17,25.4,18.2,20.8,64,40.02,10516.63
8/3/07,17.5,24.05,18.9,20.75,73.50000003,39.52,10232.78
8/3/07,18,22.7,19.6,20.7,83,33.84,10067.79
8/3/07,18.5,22.5,18.95,20.25,80.49999999,28.03,9844.41
8/3/07,19,22.3,18.3,19.8,78.00000004,30.64,9840.3
8/3/07,19.5,21.8,19.05,20.05,84.5,38.57,9775.97
8/3/07,20,21.3,19.8,20.3,91,33.54,9538.92
8/3/07,20.5,21.1,19.5,20.05,90.5,25.2,9109.92
8/3/07,21,20.9,19.2,19.8,90,21.3,8745.36
8/3/07,21.5,20.7,18.65,19.4,87.99999999,19.09,8659.88
8/3/07,22,20.5,18.1,19,85.99999997,18.03,8474.91
8/3/07,22.5,20.75,17.25,18.6,80.5,24.45,8437.4
8/3/07,23,21,16.4,18.2,75,25.85,8304.14
8/3/07,23.5,20.9,15.55,17.7,71.49999999,31.53,8157.3
9/3/07,0,20.8,14.7,17.2,68,31.39,7953.39
9/3/07,0.5,20.75,14.45,17.05,67,27.5,7758.87
9/3/07,1,20.7,14.2,16.9,66,22.09,7522.68
9/3/07,1.5,20.6,13.9,16.7,65.5,21.57,7182.14
9/3/07,2,20.5,13.6,16.5,65,17.68,6860.8
9/3/07,2.5,20.25,13.5,16.35,65.5,17.22,6704.28
9/3/07,3,20,13.4,16.2,66,16.88,6633.16
9/3/07,3.5,20.05,13.35,16.2,65.5,17.04,6608.52
9/3/07,4,20.1,13.29999999,16.2,64.99999998,17.06,6657.4
9/3/07,4.5,19.9,12.35,15.65,62,17.09,6892.42
9/3/07,5,19.7,11.4,15.1,59,17.97,7143.22
9/3/07,5.5,19.75,11.45,15.15,59,25.44,7769.7
9/3/07,6,19.8,11.5,15.2,59,29.34,8387.55
9/3/07,6.5,19.9,11.85,15.4,60,36.53,8765.6
9/3/07,7,20,12.20000001,15.6,61.00000001,35.27,9147.04
9/3/07,7.5,20.6,13.2,16.35,62.5,38.6,9354.27
9/3/07,8,21.2,14.2,17.1,64,37.56,9468.69
9/3/07,8.5,21,13.25,16.55,60.99999999,38.38,9684.04
9/3/07,9,20.8,12.3,16,58,38.8,9718.78
9/3/07,9.5,21.2,12.5,16.25,57.5,39.26,9759.56
9/3/07,10,21.6,12.7,16.5,57,38.8,9816.01
9/3/07,10.5,21.9,13.05,16.8,57,37.35,9869.06
9/3/07,11,22.2,13.4,17.1,57,38.42,9924.21
9/3/07,11.5,22.2,13.5,17.15,57.5,39.43,9944.04
9/3/07,12,22.2,13.6,17.2,58,39.71,9905.52
9/3/07,12.5,22.85,13.9,17.6,57,39.64,9908.65
9/3/07,13,23.5,14.2,18,56,46.73,9926.69
9/3/07,13.5,23.55,14.05,17.95,55.5,40.54,9886.07
9/3/07,14,23.6,13.9,17.9,55,38.62,9880.42
9/3/07,14.5,23.65,14.1,18,55.5,37.4,9897.44
9/3/07,15,23.7,14.3,18.1,56,38.44,9958.22
9/3/07,15.5,23.65,14.8,18.35,58.00000001,38.08,9900.2
9/3/07,16,23.6,15.3,18.6,60,38.02,9867.09
9/3/07,16.5,22.9,14.75,18.05,60.5,36.5,9691.36
9/3/07,17,22.2,14.2,17.5,61,33.25,9558.66
9/3/07,17.5,21.9,14.5,17.55,63.00000001,27.91,9204.1
9/3/07,18,21.6,14.8,17.6,65,25.05,9084.49
9/3/07,18.5,21.4,14.5,17.35,64.5,20.37,8912.19
9/3/07,19,21.2,14.2,17.1,64,26.34,9017.21
9/3/07,19.5,21.15,14,17,63.5,29.04,9039.89
9/3/07,20,21.1,13.8,16.9,63,27.11,8828.78
9/3/07,20.5,20.95,13.55,16.7,62.5,24.32,8560.86
9/3/07,21,20.8,13.3,16.5,62,22.43,8299.34
9/3/07,21.5,20.65,13.35,16.45,63,24.87,8314.64
9/3/07,22,20.5,13.4,16.4,64.00000001,22.2,8218.9
9/3/07,22.5,20.25,13.65,16.45,66,29.31,8313.08
9/3/07,23,20,13.9,16.5,68,29.21,8184.59
9/3/07,23.5,19.5,13.95,16.3,70.50000001,36.52,8008.68
10/3/07,0,19,14,16.1,73,31.73,7772.31
10/3/07,0.5,18.65,13.95,15.95,74.5,27.38,7613.01
10/3/07,1,18.3,13.9,15.8,76,21.24,7355.27
10/3/07,1.5,18.05,13.75,15.6,76,21.53,7042.66
10/3/07,2,17.8,13.6,15.4,76,17.91,6771.89
10/3/07,2.5,17.55,13.65,15.35,77.5,16.58,6531.37
10/3/07,3,17.3,13.7,15.3,79,15.49,6394.31
10/3/07,3.5,17.25,13.5,15.15,78.5,13.82,6325.97
10/3/07,4,17.2,13.3,15,78,15.43,6377.31
10/3/07,4.5,17.2,13.3,15,78,17.06,6435.77
10/3/07,5,17.2,13.3,15,78,17.22,6521.37
10/3/07,5.5,17.05,13.45,15,79.5,17.9,6792.6
10/3/07,6,16.9,13.6,15,81,17.92,6969.29
10/3/07,6.5,17.45,13.9,15.4,79.5,19.5,7255.44
10/3/07,7,18.00000001,14.2,15.8,77.99999998,25.98,7588.46
10/3/07,7.5,19.15,14.55,16.45,74.5,27.59,7997.49
10/3/07,8,20.3,14.9,17.1,71,29.15,8333.77
10/3/07,8.5,20.4,14.45,16.9,68.49999999,32.68,8644.98
10/3/07,9,20.5,14,16.7,66,32.52,8782.82
10/3/07,9.5,21.15,14,17,63.49999999,32.38,8855.95
10/3/07,10,21.8,14,17.3,61,32.05,8863.79
10/3/07,10.5,22.3,14.35,17.65,60.5,31.31,8821.84
10/3/07,11,22.8,14.7,18,60,31.15,8749.64
10/3/07,11.5,23.1,14.6,18.05,58.5,32.6,8737.41
10/3/07,12,23.4,14.5,18.1,57,32.12,8749.09
10/3/07,12.5,24.1,14.55,18.4,54.99999999,32.15,8783.11
10/3/07,13,24.8,14.6,18.7,53,30,8741.05
10/3/07,13.5,24.35,14.15,18.3,53,31.8,8724.33
10/3/07,14,23.9,13.7,17.9,53,31.14,8667.25
10/3/07,14.5,24,13.7,17.95,52.5,30.98,8744.31
10/3/07,15,24.1,13.7,18,52,31.98,8779.54
10/3/07,15.5,23.6,13.3,17.6,52.5,31.94,8741.83
10/3/07,16,23.1,12.9,17.2,53.00000001,33.16,8756.15
10/3/07,16.5,22.5,12.9,16.95,55,32.84,8667.64
10/3/07,17,21.9,12.9,16.7,57,32.47,8673.42
10/3/07,17.5,21.65,12.85,16.6,57.5,32.37,8563.22
10/3/07,18,21.4,12.8,16.5,58,32.35,8462.03
10/3/07,18.5,21.15,13.7,16.85,62.50000001,30.66,8410.99
10/3/07,19,20.9,14.6,17.2,67.00000002,31.85,8539.17
10/3/07,19.5,20.75,15.2,17.45,70.5,32.78,8550.37
10/3/07,20,20.6,15.8,17.7,74,30.87,8302.29
10/3/07,20.5,20.3,15.7,17.55,75,29.75,8170.16
10/3/07,21,20,15.6,17.4,76,29.04,7976.76
10/3/07,21.5,19.85,15.4,17.2,75.5,26.65,7946.24
10/3/07,22,19.7,15.2,17,74.99999999,21.92,7840.33
10/3/07,22.5,19.65,14.8,16.8,73.5,25.25,7811.95
10/3/07,23,19.6,14.4,16.6,72,24.41,7627.02
10/3/07,23.5,19.2,14.55,16.5,74.50000001,30.83,7484.73
11/3/07,0,18.8,14.7,16.4,77,26,7294.26
11/3/07,0.5,18.6,14.75,16.35,78.5,20.58,7156.72
11/3/07,1,18.4,14.8,16.3,80.00000001,18.86,6933.45
11/3/07,1.5,18.1,14.95,16.25,82,20.47,6655.28
11/3/07,2,17.8,15.1,16.2,84,17.65,6397.73
11/3/07,2.5,17.6,14.75,15.95,83.5,17.32,6275.09
11/3/07,3,17.4,14.4,15.7,83,15.17,6233.52
11/3/07,3.5,17.35,14.3,15.6,82.5,14.57,6186.73
11/3/07,4,17.3,14.2,15.5,82.00000001,14.44,6160.34
11/3/07,4.5,17.1,14.15,15.4,83,17.04,6219.36
11/3/07,5,16.9,14.1,15.3,84,17.8,6282.07
11/3/07,5.5,16.85,14.15,15.3,84.5,17.8,6455.78
11/3/07,6,16.8,14.2,15.3,85,17.5,6507.13
11/3/07,6.5,17.5,14.75,15.9,84,17.49,6723.45
11/3/07,7,18.20000001,15.3,16.5,82.99999996,17.96,7024.87
11/3/07,7.5,19.35,15.1,16.85,76.5,19.24,7433.11
11/3/07,8,20.5,14.9,17.2,70,22.6,7702.93
11/3/07,8.5,21.65,15.3,17.85,66.99999999,31.54,7983.89
11/3/07,9,22.8,15.7,18.5,64,31.31,8184.28
11/3/07,9.5,23.75,15.5,18.75,59.99999999,32.14,8336.92
11/3/07,10,24.7,15.3,19,55.99999998,32.82,8519.86
11/3/07,10.5,25.4,15,19.1,52.5,32.45,8536.49
11/3/07,11,26.1,14.7,19.2,49,34.4,8604.31
11/3/07,11.5,25.75,15.3,19.4,52.50000001,34.73,8656.37
11/3/07,12,25.4,15.9,19.6,56,34.41,8728.44
11/3/07,12.5,25.45,16.15,19.75,56.5,39.37,8755.7
11/3/07,13,25.5,16.4,19.9,57.00000001,42.16,8831.77
11/3/07,13.5,25.6,16.85,20.15,58.5,39.57,8892.38
11/3/07,14,25.7,17.3,20.4,60,42.2,9006.63
11/3/07,14.5,25.85,17.7,20.7,61,41.92,9130.92
11/3/07,15,26,18.1,21,62,45.91,9273.76
11/3/07,15.5,25.75,17.9,20.8,62,51.11,9312.26
11/3/07,16,25.5,17.7,20.6,62.00000002,54.17,9473.74
11/3/07,16.5,25.1,18.15,20.7,65.5,53.52,9421.16
11/3/07,17,24.7,18.6,20.8,69,54.28,9546.01
11/3/07,17.5,24.35,18.9,20.85,72.00000001,54.37,9557.18
11/3/07,18,24,19.2,20.9,75,53.79,9451.83
11/3/07,18.5,23.55,19.7,21.05,79.50000001,50.26,9388.45
11/3/07,19,23.1,20.2,21.2,84,53.98,9526.07
11/3/07,19.5,22.95,20.2,21.15,84.5,53.26,9509.87
11/3/07,20,22.8,20.2,21.1,85,41.18,9344.65
11/3/07,20.5,22.75,20.2,21.1,85.5,37.26,8939.8
11/3/07,21,22.7,20.2,21.1,86,33.69,8595.92
11/3/07,21.5,22.75,20.15,21.1,85.5,30.57,8453.04
11/3/07,22,22.8,20.1,21.1,85.00000001,28.24,8159.55
11/3/07,22.5,22.5,20.15,21,86.5,32.93,8098.48
11/3/07,23,22.2,20.2,20.9,88,31.45,7838.28
11/3/07,23.5,22.05,19.9,20.65,87.5,32.6,7671.45
12/3/07,0,21.9,19.6,20.4,87,30.86,7488.69
12/3/07,0.5,21.9,18.75,19.9,82.49999999,28.41,7345.27
12/3/07,1,21.9,17.9,19.4,78.00000001,23.77,7169.14
12/3/07,1.5,21.85,18,19.45,79,22.85,6838.06
12/3/07,2,21.8,18.1,19.5,80,18.31,6703.45
12/3/07,2.5,21.75,18.1,19.5,80,17.94,6613.03
12/3/07,3,21.7,18.1,19.5,80,17.82,6552.44
12/3/07,3.5,21.7,17.65,19.2,77.99999999,17.8,6591.01
12/3/07,4,21.7,17.2,18.9,75.99999999,17.8,6666.75
12/3/07,4.5,21.6,16.6,18.55,73.5,17.91,6881.53
12/3/07,5,21.5,16,18.2,71,17.87,7203.35
12/3/07,5.5,21.55,16.1,18.25,71,25.99,7888.07
12/3/07,6,21.6,16.2,18.3,71,25.73,8485.33
12/3/07,6.5,21.6,16,18.2,70.5,32.98,8864.34
12/3/07,7,21.6,15.8,18.1,69.99999999,30.41,9273.78
12/3/07,7.5,21.85,15.9,18.25,69,25.3,9529.54
12/3/07,8,22.1,16,18.4,68,27.17,9683.34
12/3/07,8.5,22.2,15.35,18.1,64.99999999,29.29,9876.87
12/3/07,9,22.3,14.7,17.8,62,31.82,9956.12
12/3/07,9.5,22.35,14.75,17.85,62,38.05,10044.16
12/3/07,10,22.4,14.8,17.9,61.99999999,39.33,10086.36
12/3/07,10.5,22.6,14.65,17.9,60.5,39.26,10032.6
12/3/07,11,22.8,14.5,17.9,59,39.71,10000.04
12/3/07,11.5,23,14.65,18.05,59,42.36,10017.63
12/3/07,12,23.2,14.8,18.2,59,42.61,10080.59
12/3/07,12.5,23.15,15.25,18.4,61.00000001,40,10033.22
12/3/07,13,23.1,15.7,18.6,63,42.92,10091.12
12/3/07,13.5,23.1,15.7,18.6,63,45.01,10108.81
12/3/07,14,23.1,15.7,18.6,63,51.48,10095.42
12/3/07,14.5,22.9,15.65,18.5,63.5,48.39,10036.38
12/3/07,15,22.7,15.6,18.4,64,51.31,10043.96
12/3/07,15.5,22.7,15.55,18.4,64,45.76,10056.79
12/3/07,16,22.7,15.5,18.4,64.00000001,49.73,10050.63
12/3/07,16.5,22.65,15.95,18.6,66,44.08,9956.05
12/3/07,17,22.6,16.4,18.8,68,46.7,9821.79
12/3/07,17.5,21.6,16.8,18.65,74.50000002,40.82,9612.75
12/3/07,18,20.6,17.2,18.5,81,33.58,9475.28
12/3/07,18.5,19.75,16.95,18.05,84.00000001,34.4,9343.38
12/3/07,19,18.9,16.7,17.6,87.00000001,39.49,9423.17
12/3/07,19.5,18.95,17.05,17.8,88.5,38.57,9366.22
12/3/07,20,19,17.4,18,90,31.75,9130.78
12/3/07,20.5,19.3,17.1,17.95,86.99999999,28.51,8866.02
12/3/07,21,19.6,16.8,17.9,84,25.48,8461.37
12/3/07,21.5,19.4,17,17.95,86.00000001,29.1,8526.08
12/3/07,22,19.2,17.2,18,87.99999999,25.42,8316.35
12/3/07,22.5,19.2,16.8,17.75,86,32.1,8311.62
12/3/07,23,19.2,16.4,17.5,84,30.75,8167.62
12/3/07,23.5,19.35,16.05,17.35,81.49999999,35.64,8007.62
13/3/07,0,19.5,15.7,17.2,79,35.76,7859.34
13/3/07,0.5,19.7,15.35,17.1,75.99999999,32.56,7735.6
13/3/07,1,19.9,15,17,72.99999999,29.99,7531.1
13/3/07,1.5,20,14.45,16.75,70.5,28.91,7218.05
13/3/07,2,20.1,13.9,16.5,68,25.88,6920.73
13/3/07,2.5,20.15,13.65,16.4,66.5,18.45,6689.78
13/3/07,3,20.2,13.4,16.3,65,17.99,6589.64
13/3/07,3.5,20.15,13.45,16.3,65.5,18.01,6576.73
13/3/07,4,20.1,13.5,16.3,66,18.22,6671.88
13/3/07,4.5,20.05,13.65,16.35,66.5,18.49,6825.32
13/3/07,5,20,13.8,16.4,67,19.67,7185.51
13/3/07,5.5,19.5,14.8,16.75,74.50000002,34.56,7862.91
13/3/07,6,19,15.8,17.1,82,38.33,8474.3
13/3/07,6.5,19.35,15.65,17.15,79.49999999,47.18,8883.52
13/3/07,7,19.7,15.5,17.2,77.00000003,51.41,9250.8
13/3/07,7.5,19.2,16,17.3,82,38.4,9399.5
13/3/07,8,18.7,16.5,17.4,87,38.21,9469.3
13/3/07,8.5,19.4,16.6,17.7,83.99999999,37.89,9692.92
13/3/07,9,20.1,16.7,18,81,37.67,9774.89
13/3/07,9.5,19.85,16.95,18.05,83.50000001,39.47,9842.07
13/3/07,10,19.6,17.2,18.1,85.99999997,37.55,9846.94
13/3/07,10.5,20.1,16.65,18,80.5,42.3,9870.38
13/3/07,11,20.6,16.1,17.9,75,46.08,9915.36
13/3/07,11.5,20.85,16.2,18.05,74.5,48.22,9914.82
13/3/07,12,21.1,16.3,18.2,74,44.16,9913.46
13/3/07,12.5,20.5,16.75,18.25,79.00000001,44.21,9916.83
13/3/07,13,19.9,17.19999999,18.3,83.99999996,42.69,9886.66
13/3/07,13.5,20.6,16.3,18.05,76.5,41.57,9892.34
13/3/07,14,21.3,15.4,17.8,69,38.42,9804.54
13/3/07,14.5,21.4,14.6,17.4,65.49999999,38.05,9794.87
13/3/07,15,21.5,13.8,17,62,37.27,9818.97
13/3/07,15.5,21.85,14.2,17.35,62,36.01,9820.43
13/3/07,16,22.2,14.6,17.7,61.99999999,36.43,9865.61
13/3/07,16.5,21.85,13.95,17.25,61,35.82,9737.62
13/3/07,17,21.5,13.3,16.8,60,34.89,9554.66
13/3/07,17.5,21,13.4,16.65,62.00000001,29.24,9277.81
13/3/07,18,20.5,13.5,16.5,64,30.38,9243.11
13/3/07,18.5,20.3,13.7,16.5,66.00000001,29.6,9168.9
13/3/07,19,20.1,13.9,16.5,68.00000001,30.76,9345.45
13/3/07,19.5,19.8,14.05,16.45,69.5,34.01,9286.34
13/3/07,20,19.5,14.2,16.4,71,31.32,9045.75
13/3/07,20.5,19.35,14.3,16.4,72.5,27.19,8780.34
13/3/07,21,19.2,14.4,16.4,74,24.54,8532.88
13/3/07,21.5,19,14.9,16.6,77.50000001,27.84,8485.92
13/3/07,22,18.8,15.4,16.8,81.00000001,20.31,8288.77
13/3/07,22.5,18.55,15.5,16.75,82.5,28.22,8313.57
13/3/07,23,18.3,15.6,16.7,84,27.09,8195.89
13/3/07,23.5,17.85,15.45,16.45,85.5,34.76,8045.73
14/3/07,0,17.4,15.3,16.2,87,32.3,7912.24
14/3/07,0.5,17.25,14.7,15.8,84.99999999,28.57,7654.44
14/3/07,1,17.1,14.1,15.4,83.00000001,25.23,7470.33
14/3/07,1.5,16.85,14.05,15.25,84,21.94,7115.62
14/3/07,2,16.6,14,15.1,85,18.2,6798.49
14/3/07,2.5,16.45,14.3,15.2,87.50000001,16.54,6573.46
14/3/07,3,16.3,14.6,15.3,90,16.39,6373.08
14/3/07,3.5,16.15,14.5,15.2,90,17.45,6416.62
14/3/07,4,16,14.4,15.1,90.00000001,17.72,6489.21
14/3/07,4.5,15.8,14.4,15,91.5,17.85,6705.07
14/3/07,5,15.6,14.4,14.9,93,18.09,7025.08
14/3/07,5.5,15.4,14.1,14.65,92,39.69,7738.52
14/3/07,6,15.2,13.8,14.4,91,47.87,8266.13
14/3/07,6.5,15.9,14,14.8,88.49999999,49.94,8622.46
14/3/07,7,16.60000001,14.2,15.2,85.99999997,44.99,8952.52
14/3/07,7.5,17.55,14.25,15.65,81.5,36.25,9063.82
14/3/07,8,18.5,14.3,16.1,77,35.2,9166.91
14/3/07,8.5,19.5,14.5,16.6,72.99999999,37.67,9425.67
14/3/07,9,20.5,14.7,17.1,69,40.2,9523.26
14/3/07,9.5,21.55,14.7,17.5,64.99999999,40.3,9640.22
14/3/07,10,22.6,14.7,17.9,60.99999997,39.01,9724.94
14/3/07,10.5,23.45,14,17.9,55.5,43.77,9761.54
14/3/07,11,24.3,13.3,17.9,50,48.5,9780.35
14/3/07,11.5,24.25,13.9,18.2,52.50000001,48,9825.3
14/3/07,12,24.2,14.5,18.5,55,47.7,9863.76
14/3/07,12.5,23.8,14.55,18.35,56.5,46.83,9926.06
14/3/07,13,23.4,14.6,18.2,58,47.37,9955.39
14/3/07,13.5,23.35,14.7,18.25,58.5,43.46,10015.95
14/3/07,14,23.3,14.8,18.3,59,47.53,9991.33
14/3/07,14.5,23.15,14.35,18,58,47.67,10000.47
14/3/07,15,23,13.9,17.7,57,47.47,10045.13
14/3/07,15.5,22.8,13.9,17.6,57.5,47.49,10104.07
14/3/07,16,22.6,13.9,17.5,58.00000001,47.49,10104.98
14/3/07,16.5,22.3,14,17.45,59.5,43.96,9993.93
14/3/07,17,22,14.1,17.4,61,40.36,9870.31
14/3/07,17.5,22,14.05,17.35,60.5,40.76,9586.58
14/3/07,18,22,14,17.3,60,36.02,9411.76
14/3/07,18.5,21.75,14.15,17.3,62.00000001,38.58,9266.53
14/3/07,19,21.5,14.3,17.3,64,45.3,9449.32
14/3/07,19.5,21.45,14.35,17.3,64,46.76,9314.33
14/3/07,20,21.4,14.4,17.3,64,47.44,9118.25
14/3/07,20.5,21.35,14.4,17.3,64.5,39.46,8743.19
14/3/07,21,21.3,14.4,17.3,65,30,8460.5
14/3/07,21.5,20.95,14.8,17.35,68.00000001,35.27,8445.01
14/3/07,22,20.6,15.2,17.4,71.00000003,35.97,8265.91
14/3/07,22.5,19.9,15.5,17.3,76,39.74,8249.31
14/3/07,23,19.2,15.8,17.2,81,39.9,8143.46
14/3/07,23.5,18.85,16,17.15,83.50000001,48.39,8024.12
15/3/07,0,18.5,16.2,17.1,86,40.12,7805.1
15/3/07,0.5,18.3,15.95,16.9,86,36.93,7628.46
15/3/07,1,18.1,15.7,16.7,86.00000001,33.44,7424.2
15/3/07,1.5,17.95,15.85,16.7,87.5,33.66,7097.71
15/3/07,2,17.8,16,16.7,89,27.37,6778.69
15/3/07,2.5,17.6,15.85,16.55,89.5,20.35,6575.46
15/3/07,3,17.4,15.7,16.4,90,17.99,6473.07
15/3/07,3.5,17.3,15.7,16.35,90.5,18.01,6492
15/3/07,4,17.2,15.7,16.3,91,18.26,6531.83
15/3/07,4.5,17.2,15.6,16.25,90.5,19.68,6811.25
15/3/07,5,17.2,15.5,16.2,90,19.65,7103.06
15/3/07,5.5,17.1,15.5,16.15,90.5,33.57,7782.29
15/3/07,6,17,15.5,16.1,91,38.16,8435.87
15/3/07,6.5,17.5,15.85,16.5,90,45.92,8771.2
15/3/07,7,18.00000001,16.2,16.9,88.99999996,49.61,9130.89
15/3/07,7.5,19.2,16.15,17.35,82.5,38.53,9253.84
15/3/07,8,20.4,16.1,17.8,76,38.08,9455.46
15/3/07,8.5,22,16.5,18.65,70.99999999,38.13,9690.61
15/3/07,9,23.6,16.9,19.5,66,38.02,9861.6
15/3/07,9.5,24.65,16.3,19.55,59.99999998,38.31,10044.21
15/3/07,10,25.7,15.7,19.6,54.00000001,38.32,10109.55
15/3/07,10.5,25.5,15.75,19.55,55,38.22,10161.99
15/3/07,11,25.3,15.8,19.5,56,38.28,10211.03
15/3/07,11.5,25.2,15.85,19.5,56.5,40.5,10264.2
15/3/07,12,25.1,15.9,19.5,57,38.62,10264.39
15/3/07,12.5,25.15,15.75,19.45,56,47.71,10390.1
15/3/07,13,25.2,15.6,19.4,55.00000001,49.9,10412.18
15/3/07,13.5,25,15.95,19.5,57,53.47,10483.64
15/3/07,14,24.8,16.3,19.6,59,54.22,10622.57
15/3/07,14.5,25.2,16.55,19.9,58.5,80.48,10698.88
15/3/07,15,25.6,16.8,20.2,58,74.16,10788.77
15/3/07,15.5,25.35,16.8,20.1,59,86.53,10878.16
15/3/07,16,25.1,16.8,20,60.00000001,92.6,10896.34
15/3/07,16.5,24.7,16.75,19.8,61.5,83.24,10789.81
15/3/07,17,24.3,16.7,19.6,63,69.27,10679.27
15/3/07,17.5,24.05,17.25,19.85,66.00000001,63.03,10376.62
15/3/07,18,23.8,17.8,20.1,69,52.46,10182.44
15/3/07,18.5,23.55,18,20.1,71.00000001,63,10023.03
15/3/07,19,23.3,18.2,20.1,73,70.58,10161.45
15/3/07,19.5,23.25,18.3,20.15,73.5,70.49,10101.15
15/3/07,20,23.2,18.4,20.2,74,51.26,9858.6
15/3/07,20.5,23.05,18.35,20.1,74.5,49.07,9418.9
15/3/07,21,22.9,18.3,20,75,43.32,9056.99
15/3/07,21.5,22.8,18.35,20,76,45.34,8999.54
15/3/07,22,22.7,18.4,20,77,31.6,8766.78
15/3/07,22.5,22.55,18.35,19.9,77.5,38.32,8691.09
15/3/07,23,22.4,18.3,19.8,78,34.03,8476.27
15/3/07,23.5,21.9,18.2,19.55,79.5,42.43,8288.65
16/3/07,0,21.4,18.1,19.3,81,41.86,8046.11
16/3/07,0.5,21.45,17.9,19.2,80,34.1,7854.58
16/3/07,1,21.5,17.7,19.1,78.99999999,31.21,7660.74
16/3/07,1.5,21.6,17.6,19.1,78,40.27,7348.17
16/3/07,2,21.7,17.5,19.1,77,33.25,7038.42
16/3/07,2.5,21.7,17.45,19.05,77,29.11,6838.68
16/3/07,3,21.7,17.4,19,77,27.03,6779.06
16/3/07,3.5,21.5,17.15,18.8,76.5,25.39,6756.4
16/3/07,4,21.3,16.9,18.6,75.99999998,26.03,6823.93
16/3/07,4.5,21.8,16.55,18.6,72,30.35,7052.49
16/3/07,5,22.3,16.2,18.6,68,31.63,7395.82
